player_id,player_name,salary
70,Avery Bradley,12000000
71,Tony Bradley,1679520
72,Corey Brewer,2559925
73,Mikal Bridges,3557400
74,Miles Bridges,3206640
75,Isaiah Briscoe,838464
76,Ryan Broekhoff,838464
77,Malcolm Brogdon,1544951
78,MarShon Brooks,1656092
79,Dillon Brooks,1378242
80,Jaylen Brown,5169960
81,Troy Brown,2752680
82,Sterling Brown,1378242
83,Bruce Brown,838464
84,Lorenzo Brown,800000
85,Jalen Brunson,1230000
86,Thomas Bryant,1378242
87,Reggie Bullock,2500000
88,Trey Burke,1795015
89,Alec Burks,11536515
90,Deonte Burton,500000
91,Jimmy Butler,19841627
92,Bruno Caboclo,705361
93,Jose Calderon,2393887
94,Kentavious Caldwell-Pope,12000000
95,Isaiah Canaan,744671
96,Clint Capela,15793104
97,DeMarre Carroll,15400000
98,Wendell Carter,4446840
99,Vince Carter,2393887
100,Jevon Carter,838464
101,Michael Carter-Williams,1468082
102,Alex Caruso,77250
103,Omri Casspi,2176260
104,Willie Cauley-Stein,4696874
105,Troy Caupain,77250
106,Tyler Cavanaugh,77250
107,Tyson Chandler,13585000
108,Wilson Chandler,12800562
109,Joe Chealey,77250
110,Chris Chiozza,137374
111,Marquese Chriss,3206160
112,Ian Clark,1757429
113,Gary Clark,674122
114,Jordan Clarkson,12500000
115,Zach Collins,3628920
116,John Collins,2299080
117,Darren Collison,10000000
118,Bonzie Colson,77250
119,Mike Conley,30521115
120,Pat Connaughton,1641000
121,Quinn Cook,1544951
122,Charles Cooke,76236
123,DeMarcus Cousins,5337000
124,Robert Covington,10464092
125,Allen Crabbe,19332500
126,Torrey Craig,2000000
127,Jamal Crawford,4698113
128,Mitch Creek,56845
129,Mitchell Creek,47370
130,Jae Crowder,7305825
131,Dante Cunningham,2487000
132,Stephen Curry,37457154
133,Seth Curry,2795000
134,Troy Daniels,3258539
135,Anthony Davis,25434263
136,Ed Davis,4449000
137,Deyonta Davis,1741503
138,Tyler Davis,77250
139,Dewayne Dedmon,6300000
140,Sam Dekker,2760094
141,Angel Delgado,77250
142,Matthew Dellavedova,9607500
143,Cody Demps,47370
144,Luol Deng,16747954
145,DeMar DeRozan,27739975
146,Marcus Derrickson,77250
147,Cheick Diallo,1544951
148,Hamidou Diallo,838464
149,Gorgui Dieng,15170787
150,Spencer Dinwiddie,1656092
151,Donte DiVincenzo,2484360
152,Luka Doncic,6569040
153,Tyler Dorsey,1378242
154,Damyean Dotson,1378242
155,PJ Dozier,77250
156,Goran Dragic,18109175
157,Andre Drummond,25434262
158,Jared Dudley,9530000
159,Kris Dunn,4221000
160,Kevin Durant,30000000
161,Trevon Duval,77250
162,Vincent Edwards,77250
163,Henry Ellenson,2199311
164,Wayne Ellington,8653076
165,Monta Ellis,2245400
166,Joel Embiid,25467250
167,James Ennis,1621415
168,Drew Eubanks,77250
169,Tyreke Evans,12400000
170,Jacob Evans,1646400
171,Jawun Evans,1455492
172,Keenan Evans,77250
173,Dante Exum,10600000
174,Kenneth Faried,14242782
175,Derrick Favors,16900000
176,Cristiano Felicio,8470980
177,Raymond Felton,2393887
178,Terrance Ferguson,2118840
179,Yogi Ferrell,3000000
180,Dorian Finney-Smith,1544951
181,Bryn Forbes,3125000
182,Evan Fournier,17000000
183,De'Aaron Fox,5470920
184,Tim Frazier,1832107
185,Melvin Frazier,1050000
186,Michael Frazier,47370
187,Jimmer Fredette,198579
188,Channing Frye,2393887
189,Markelle Fultz,8339880
190,Wenyen Gabriel,75000
191,Danilo Gallinari,21587579
192,Langston Galloway,7000000
193,Billy Garrett,67370
194,Marc Gasol,24119025
195,Pau Gasol,17133285
196,Rudy Gay,10087200
197,Paul George,30560700
198,Taj Gibson,14000000
199,Jonathan Gibson,76236
200,Harry Giles,2207040
201,Shai Gilgeous-Alexander,3375360
202,Manu Ginobili,2500000
203,Rudy Gobert,23491573
204,Archie Goodwin,77250
205,Brandon Goodwin,56845
206,Aaron Gordon,21590909
207,Eric Gordon,13500375
208,Marcin Gortat,13565218
209,Treveon Graham,1512601
210,Devonte Graham,988464
211,Jerami Grant,8333333
212,Jerian Grant,2639313
213,Donte Grantham,77250
214,Draymond Green,17469565
215,Danny Green,10000000
216,JaMychal Green,8066667
217,Jeff Green,2393887
218,Gerald Green,1512601
219,Blake Griffin,31873932
220,Daniel Hamilton,1349383
221,Justin Hamilton,1000000
222,Dusty Hannahs,47370
223,Tim Hardaway,17325000
224,James Harden,30570000
225,Moe Harkless,10837079
226,Montrezl Harrell,6000000
227,Gary Harris,16517857
228,Tobias Harris,14800000
229,Joe Harris,8333333
230,Devin Harris,2393887
231,Shaquille Harrison,1325531
232,Andrew Harrison,354500
233,Josh Hart,1655160
234,Isaiah Hartenstein,838464
235,Udonis Haslem,2393887
236,Spencer Hawes,2007058
237,Gordon Hayward,31214295
238,John Henson,10577466
239,Juan Hernangomez,2166360
240,Willy Hernangomez,1496500
241,Mario Hezonja,6500000
242,Isaiah Hicks,77250
243,Stephan Hicks,47370
244,Buddy Hield,3833760
245,Haywood Highsmith,77250
246,George Hill,19000000
247,Solomon Hill,12763467
248,Jrue Holiday,26641111
249,Justin Holiday,4500000
250,Aaron Holiday,1914480
251,John Holland,77250
252,Rondae Hollis-Jefferson,2470356
253,Richaun Holmes,1600520
254,Rodney Hood,3472887
255,Scotty Hopson,76236
256,Al Horford,28928710
257,Danuel House,247827
258,Dwight Howard,24256725
259,Kevin Huerter,2250960
260,Isaac Humphries,47370
261,RJ Hunter,77250
262,Chandler Hutchison,1991520
263,Serge Ibaka,21666667
264,Andre Iguodala,16000000
265,Ersan Ilyasova,7000000
266,Joe Ingles,12545455
267,Brandon Ingram,5757120
268,Andre Ingram,76236
269,Kyrie Irving,20099189
270,Jonathan Isaac,4969080
271,Wesley Iwundu,1378242
272,Reggie Jackson,17043478
273,Josh Jackson,6041520
274,Jaren Jackson,5922720
275,Justin Jackson,2807880
276,Frank Jackson,1378242
277,Demetrius Jackson,170107
278,LeBron James,35654150
279,Al Jefferson,4000000
280,Amile Jefferson,77250
281,John Jenkins,585809
282,Jonas Jerebko,2165481
283,Tyler Johnson,19245370
284,James Johnson,14420700
285,Wesley Johnson,6134000
286,Stanley Johnson,3940401
287,Amir Johnson,2393887
288,Dakari Johnson,1378242
289,Alize Johnson,838464
290,BJ Johnson,142111
291,Nikola Jokic,25467250
292,Tyus Jones,2444052
293,Damian Jones,1544951
294,Derrick Jones,1512601
295,Terrence Jones,198579
296,Jalen Jones,77250
297,Jemerrio Jones,52170
298,DeAndre Jordan,22897200
299,Cory Joseph,7945000
300,Jose Juan,3710850
301,Frank Kaminsky,3627842
302,Enes Kanter,19264603
303,Luke Kennard,3275280
304,Michael Kidd-Gilchrist,13000000
305,George King,77250
306,Maxi Kleber,1378242
307,Brandon Knight,14631250
308,Kevin Knox,3744840
309,Furkan Korkmaz,1740000
310,Luke Kornet,1619260
311,Kyle Korver,7560000
312,Kosta Koufos,8739500
313,Rodions Kurucs,1690000
314,Kyle Kuzma,1689840
315,Skal Labissiere,1544951
316,Jeremy Lamb,7000000
317,Zach LaVine,19500000
318,Jake Layman,1544951
319,TJ Leaf,2407560
320,Courtney Lee,12253780
321,Damion Lee,77250
322,Walter Lemon,176250
323,Alex Len,4350000
324,Kawhi Leonard,23114066
325,Meyers Leonard,10595506
326,Jon Leuer,10002681
327,Caris LeVert,1702800
328,Damian Lillard,27977689
329,Jeremy Lin,12516746
330,Shaun Livingston,8307692
331,Zach Lofton,77250
332,Naz Long,77250
333,Kevon Looney,1567007
334,Robin Lopez,14357750
335,Brook Lopez,3382000
336,Kevin Love,24119025
337,Kyle Lowry,32700000
338,Jordan Loyd,77250
339,Kalin Lucas,648008
340,Timothe Luwawu,1880268
341,Tyler Lydon,1874640
342,Trey Lyles,3364249
343,Scott Machado,76236
344,Shelvin Mack,2512601
345,Daryl Macon,77250
346,JP Macura,77250
347,Ian Mahinmi,16000000
348,Thon Maker,2799720
349,Boban Marjanovic,9490740
350,Lauri Markkanen,4536120
351,Jarell Martin,2416221
352,Frank Mason,1378242
353,Yante Maten,385000
354,Wesley Matthews,19360228
355,Luc Mbah,4320500
356,Tahjere McCall,47370
357,Patrick McCaw,964104
358,CJ McCollum,25759766
359,TJ McConnell,1600520
360,Doug McDermott,7333334
361,JaVale McGee,2393887
362,Rodney McGruder,1544951
363,Alfonzo McKinnie,1349383
364,Ben McLemore,5460000
365,Jordan McRae,77250
366,Jodie Meeks,3774176
367,Salah Mejri,2098196
368,De'Anthony Melton,949000
369,Chimezie Metu,838464
370,Khris Middleton,13000000
371,CJ Miles,8333333
372,Darius Miller,2205000
373,Malcolm Miller,457418
374,Patrick Mills,11571429
375,Paul Millsap,29230769
376,Shake Milton,77250
377,Nikola Mirotic,12500000
378,Donovan Mitchell,3111480
379,Malik Monk,3447480
380,Greg Monroe,2410167
381,E'Twaun Moore,8808685
382,Ben Moore,222099
383,Eric Moreland,309859
384,Markieff Morris,9173294
385,Marcus Morris,5375000
386,Monte Morris,1349383
387,Jaylen Morris,77250
388,Donatas Motiejunas,99289
389,Johnathan Motley,77250
390,Timofey Mozgov,16000000
391,Emmanuel Mudiay,4294479
392,Jamal Murray,3499800
393,Dejounte Murray,1544951
394,Dzanan Musa,1634400
395,Mike Muscala,5000000
396,Sviatoslav Mykhailiuk,1487694
397,Abdel Nader,1378242
398,Larry Nance,2272390
399,Shabazz Napier,1942422
400,Raul Neto,2100000
401,Georges Niang,1512601
402,Andrew Nicholson,2844429
403,Joakim Noah,20261172
404,Nerlens Noel,1757429
405,Dirk Nowitzki,5000000
406,Frank Ntilikina,4155720
407,Kendrick Nunn,47370
408,James Nunnally,663255
409,Jusuf Nurkic,11111111
410,David Nwaba,1512601
411,Royce O'Neale,1378242
412,Kyle O'Quinn,4449000
413,Semi Ojeleye,1378242
414,Jahlil Okafor,1567007
415,Elie Okobo,1238464
416,Josh Okogie,2163600
417,Victor Oladipo,21000000
418,Kelly Olynyk,13537527
419,Cedi Osman,2775000
420,Kelly Oubre,3208630
421,Zaza Pachulia,2393887
422,Georgios Papagiannis,2400480
423,Jabari Parker,20000000
424,Tony Parker,5000000
425,Chandler Parsons,24107258
426,Patrick Patterson,5451600
427,Justin Patton,2667600
428,Chris Paul,35654150
429,Cameron Payne,3440356
430,Elfrid Payton,3000000
431,Gary Payton,85457
432,Tarik Phillip,47370
433,Theo Pinson,77250
434,Mason Plumlee,12917808
435,Miles Plumlee,12400000
436,Jakob Poeltl,2947320
437,Quincy Pondexter,2165481
438,Otto Porter,26011913
439,Michael Porter,2894160
440,Bobby Portis,2494346
441,Kristaps Porzingis,5697054
442,Dwight Powell,9631250
443,Norman Powell,9367200
444,Alex Poythress,77250
445,Billy Preston,77250
446,Taurean Prince,2526840
447,Zhou Qi,1378242
448,Ivan Rabb,1378242
449,Julius Randle,8641000
450,Chasson Randle,975824
451,Zach Randolph,11692308
452,JJ Redick,12250000
453,Davon Reed,752250
454,Cam Reynolds,108953
455,Josh Richardson,9367200
456,Malachi Richardson,1569360
457,Austin Rivers,13155324
458,Andre Roberson,10000000
459,Glenn Robinson,4075000
460,Jerome Robinson,3050160
461,Mitchell Robinson,1485440
462,Devin Robinson,77250
463,Duncan Robinson,77250
464,Rajon Rondo,9000000
465,Derrick Rose,2176260
466,Terrence Ross,10500000
467,Terry Rozier,3050389
468,Ricky Rubio,14800000
469,D'Angelo Russell,7019698
470,Domantas Sabonis,2659800
471,JaKarr Sampson,85457
472,Brandon Sampson,77250
473,Dario Saric,2526840
474,Tomas Satoransky,3129187
475,Dennis Schroeder,15500000
476,Mike Scott,4320500
477,Thabo Sefolosha,5250000
478,Wayne Selden,1544951
479,Collin Sexton,4073760
480,Landry Shamet,1705920
481,Iman Shumpert,11011234
482,Pascal Siakam,1544951
483,Jordan Sibert,47370
484,Ben Simmons,6434520
485,Jonathon Simmons,6000000
486,Kobi Simmons,76236
487,Anfernee Simons,1837800
488,Kyle Singler,1665333
489,Marcus Smart,11160716
490,JR Smith,14720000
491,Ishmael Smith,6000000
492,Jason Smith,5450000
493,Josh Smith,5331729
494,Dennis Smith,3819960
495,Zhaire Smith,2615160
496,Tony Snell,10607143
497,Richard Solomon,47370
498,Raymond Spalding,1023210
499,Omari Spellman,1622520
500,Nik Stauskas,2161886
501,DJ Stephens,77250
502,Lance Stephenson,4449000
503,Jarnell Stokes,77250
504,Edmond Sumner,449794
505,Caleb Swanigan,1740000
506,Jayson Tatum,6700800
507,Jeff Teague,19000000
508,Mirza Teletovic,10500000
509,Garrett Temple,8000000
510,Milos Teodosic,6300000
511,Jared Terrell,77250
512,Emanuel Terry,94740
513,Daniel Theis,1378242
514,Lance Thomas,7119650
515,Isaiah Thomas,2029463
516,Khyri Thomas,838464
517,Klay Thompson,18988725
518,Tristan Thompson,17469565
519,Jason Thompson,893333
520,Sindarius Thornwell,1378242
521,Anthony Tolliver,5750000
522,Karl-Anthony Towns,7839435
523,Gary Trent,838464
524,Allonzo Trier,3382000
525,PJ Tucker,7959537
526,Evan Turner,17868853
527,Myles Turner,3294994
528,Ekpe Udoh,3360000
529,Tyler Ulis,77250
530,Jonas Valanciunas,16539326
531,Denzel Valentine,2280600
532,Jarred Vanderbilt,838464
533,Fred VanVleet,8653847
534,Noah Vonleh,1621415
535,Nikola Vucevic,12750000
536,Dwyane Wade,2393887
537,Moritz Wagner,1764240
538,Dion Waiters,12705000
539,Kemba Walker,12000000
540,Lonnie Walker,2360160
541,John Wall,19169800
542,Tyrone Wallace,1349383
543,Brad Wanamaker,838464
544,TJ Warren,11750000
545,Julian Washburn,77250
546,Yuta Watanabe,77250
547,Thomas Welsh,77250
548,Russell Westbrook,35665000
549,Derrick White,1667160
550,Okaro White,247827
551,Isaiah Whitehead,726390
552,Hassan Whiteside,24434262
553,Andrew Wiggins,25467250
554,Marvin Williams,14087500
555,Louis Williams,8000000
556,Deron Williams,5474787
557,Robert Williams,1656600
558,Kenrich Williams,838464
559,Johnathan Williams,127250
560,Troy Williams,77250
561,CJ Williams,77250
562,Alan Williams,77250
563,DJ Wilson,2534280
564,Justise Winslow,3448926
565,Christian Wood,1512601
566,Delon Wright,2536898
567,Guerschon Yabusele,2667600
568,Thaddeus Young,13764045
569,Trae Young,5363280
570,Nick Young,284020
571,Rade Zagorac,1378242
572,Cody Zeller,13528090
573,Tyler Zeller,213948
574,Ante Zizic,1952760
575,Ivica Zubac,1544951
576,Nene,3651480
